Title,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
Ikkyuu-san to Yancha Hime,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikkyuu-san (1978),0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osomatsu-kun,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ijiwaru Baasan (1996),0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0
Queen's Blade: Gyokuza wo Tsugu Mono,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saikyou Bushouden: Sangoku Engi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ijime Stop! Kintarou Kokoro Chikaramochi,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ijigen Gattai Mojibakeru Z,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idea ga Tsukamaranai.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichinen Ikkumi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichigo no Hanayome-san,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichimai no Etegami,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichiban Chikaku ni,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0
Huoli Shaonian Wang zhi Chuanqi Zaixian: Xuji,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0.447213595499958,0,0,0,0,0,0.447213595499958,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hua Jiang Hu Zhi Bu Liang Ren 3rd Season,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hua Jiang Hu Zhi Bu Liang Ren 2nd Season,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Houkago Midnighters: Short Movies Season 2,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotaru no Mau Machi de,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshi Shinichi Short Short,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Mao Lan Tu: Zhang Jian Zou Tianya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Mao Lan Tu: Xiao Youmo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Mao Lan Tu: Meng Guo Li Xian Ji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Mao Lan Tu: Le Fantian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hong Mao Lan Tu: Kuaile Shizi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honto ni Atta Gakkou Kaidan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
Hortensia Saga: Aoi no Kishidan,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshi no Oujisama Petit☆Prince Specials,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshi no Shima no Nyanko,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0
Hoshi Shinichi Short Short Special,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshigari Hime no Bouken,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoshino-kun no Ni Rui-da,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0
Hoshizora no Orgel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0
How Low Sympathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hula Kappa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huang Feihong Yong Chuang Tianxia,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0
Huoli Shaonian Wang 3,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hybrid Deka,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyokkori Hyoutan Shima,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyper ERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'll Take You Anywhere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Kuritarou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Kuritarou (Movie),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichi-gan Kuni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichiban Kirei na Hoshi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ichigo Ichie: Kimi no Kotoba,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Ijime Juuyon-sai no Message,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ijime wa Zettai Warui!,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Ijimekko Ookami to Nana-chan,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Hunter: The Secret Service,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ikemen Kyuugo-tai Nurse Angels,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ikinari Dagon,0,0.707106781186547,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Hunter: Ai to Shukumei no Magnum,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Ikite Iru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0
Carnival Phantasm EX Season,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0
"Ikitemasu, 15-sai.",0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ima demo Senchou to Yobarete iru Senchou no Yoru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel Densetsu,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bleach Movie 1: Memories of Nobody,0.408248290463863,0.408248290463863,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0.408248290463863,0.408248290463863,0,0,0,0
Imokawa Mukuzo: Chuugaeri no Maki,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inori no Te,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introspection,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inu Gyorai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inuwari-san,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0
Inuyama Kamiko no Kireigoto ja Owaranai!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ippou Nippon Mukashibanashi,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doraemon Movie 26: Nobita no Kyouryuu 2006,0,0.577350269189626,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irotoridori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hurdle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hwasan Golae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0
Nami,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nijiiro Days: Houkago Special,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0
Jo Uta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jitensha ni Notte.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norn9: Norn+Nonet,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jishin da!! Mii-chan no Bousai Kunren,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,0.447213595499958,0.447213595499958,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persona: Trinity Soul,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0
Persona 5 the Animation,0.577350269189626,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0
Paul no Miracle Daisakusen,0.577350269189626,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kai Douryoku,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kahei no Umi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Narue no Sekai,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamiusagi Rope x TOHO Cinemas,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0
Kamiusagi Rope x Ricordi,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0
Otogi Story Tenshi no Shippo,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kamiusagi Rope tsuka, Natsuyasumi Rasuichi tte Maji ssuka!?",0,0.577350269189626,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Kaze to Tomoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Kaze no Tabibito,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaze no You ni,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0
Kaze no Sei,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teekyuu 2 Specials,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
Uma Musume: Pretty Derby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0
Tenshi no Shippo Chu!,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Doll Licca-chan,0,0.577350269189626,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0
Cross Fight B-Daman,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burenai Ai de,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blossom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bari Bari Densetsu,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,0.408248290463863,0.408248290463863,0,0,0,0,0.408248290463863,0,0.408248290463863,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0
Black Jack: Heian Sento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Arc the Lad,0.447213595499958,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arata Kangatari,0,0.577350269189626,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0
Amaenaide yo!!,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0
Ace wo Nerae!: Final Stage,0.577350269189626,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0
What's Michael? (TV),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Cobra Pilot,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Teekyuu 3 Specials,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
Shining Tears X Wind,0.5,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanshui Qing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-15,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaze Iro no Tonbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaze Gourmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kazami Tori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
